"","long_station_name","data_owner_id","dwr_sample_code","collection_date2","lab_result","field_result","rpd"
"3778","Grant Line Canal East","6301","CF1020B1137","10/28/2020 11:45",271,268.9,-0.777921837377301
"3779","Old River at Tracy Wildlife Association","6301","CF1019B1053","10/29/2019 12:04",281,277.2,-1.36151916875672
"3780","Old River at Tracy Wildlife Association","6301","CF1018B1642","10/31/2018 10:28",383,381,-0.523560209424084
"3781","Old River below Headwaters","6301","CF1121B0980","11/04/2021 08:35",298,295,-1.01180438448567
"3782","Old River near Doughty Cut - ORX","6301","CF1121B0981","11/04/2021 09:05",251,248.7,-0.920552331398844
"3783","Grant Line Canal East","6301","CF1121B0982","11/04/2021 14:00",308,308.2,0.0649139889646182
"3784","Grant Line Canal East","6301","CF1118B1663","11/06/2018 09:44",256,250.6,-2.13185945519147
"3785","Old River near Doughty Cut - ORX","6301","CF1118B1662","11/06/2018 10:13",267,263,-1.50943396226415
"3786","Old River below Headwaters","6301","CF1118B1661","11/06/2018 10:44",322,315.6,-2.00752823086574
"3787","Old River below Headwaters","6301","CF1119B1079","11/06/2019 10:55",470,465.9,-0.876161983117859
"3788","Old River near Doughty Cut - ORX","6301","CF1119B1080","11/06/2019 11:44",438,432.2,-1.33302689037003
"3789","Grant Line Canal East","6301","CF1119B1081","11/06/2019 12:44",418,415.3,-0.648025921036839
"3790","Old River at Tracy Wildlife Association","6301","CF1122B1221","11/15/2022 11:13",761,768,0.91563113145847
"3791","Old River at Tracy Wildlife Association","6301","CF1119B1120","11/21/2019 13:20",658,653,-0.7627765064836
"3792","Old River near Doughty Cut - ORX","6301","CF1118B1714","11/28/2018 12:34",731,731,0
"3793","Old River at Tracy Wildlife Association","6301","CF1118B1716","11/28/2018 13:56",844,845,0.118413262285376
"3794","Old River below Headwaters","6301","CF1220B1233","12/01/2020 09:34",803,799,-0.499375780274657
"3795","Old River near Doughty Cut - ORX","6301","CF1220B1234","12/01/2020 10:04",802,798,-0.5
"3796","Grant Line Canal East","6301","CF1220B1235","12/01/2020 10:34",826,822,-0.485436893203883
"3797","Old River below Headwaters","6301","CF1221B1064","12/01/2021 09:25",688,680,-1.16959064327485
"3798","Old River near Doughty Cut - ORX","6301","CF1221B1065","12/01/2021 10:01",687,678,-1.31868131868132
"3799","Grant Line Canal East","6301","CF1221B1066","12/01/2021 10:28",730,720,-1.37931034482759
"3800","Old River at Tracy Wildlife Association","6301","CF1221B1063","12/01/2021 11:05",1260,1246,-1.11731843575419
"3801","Old River near Doughty Cut - ORX","6301","CF1222B1248","12/02/2022 10:32",525,516,-1.72910662824208
"3802","Grant Line Canal East","6301","CF1222B1249","12/02/2022 10:58",571,561,-1.76678445229682
"3803","Old River near Doughty Cut - ORX","6301","CF1219B1140","12/04/2019 10:54",350,347,-0.860832137733142
"3804","Old River below Headwaters","6301","CF1219B1139","12/04/2019 11:16",330,322.5,-2.29885057471264
"3805","Grant Line Canal East","6301","CF1219B1141","12/04/2019 11:35",368,362.5,-1.50581793292266
"3806","Old River at Tracy Wildlife Association","6301","CF1220B1258","12/04/2020 13:15",917,909,-0.876232201533406
"3807","Old River at Tracy Wildlife Association","6301","CF1222B1587","12/07/2022 11:32",804,799,-0.623830318153462
"3808","Old River below Headwaters","6301","CF1218B1778","12/12/2018 10:58",876,872,-0.45766590389016
"3809","Old River near Doughty Cut - ORX","6301","CF1218B1779","12/12/2018 11:28",871,869,-0.229885057471264
"3810","Grant Line Canal East","6301","CF1218B1780","12/12/2018 12:00",906,899.6,-0.708905626938411
"3811","Old River at Tracy Wildlife Association","6301","CF1218B1806","12/20/2018 11:30",1090,1090,0
"3812","Paradise Cut","6301","CF0120B0005","01/02/2020 13:30",679,673,-0.887573964497041
"3813","Sugar Cut downstream of Tom Paine Slough","6301","CF0120B0006","01/02/2020 14:01",749,750,0.133422281521014
"3814","Paradise Cut","6301","CF0122B0166","01/12/2022 11:43",800,821,2.59099321406539
"3815","Sugar Cut downstream of Tom Paine Slough","6301","CF0122B0167","01/12/2022 12:02",1650,1667,1.02502261079289
"3816","Sugar Cut downstream of Tom Paine Slough","6301","CF0119B0069","01/15/2019 10:57",1170,1150,-1.72413793103448
"3817","Paradise Cut","6301","CF0119B0068","01/15/2019 11:26",822,811,-1.34721371708512
"3818","Sugar Cut downstream of Tom Paine Slough","6301","CF0123B0259","01/18/2023 10:05",1020,1022,0.19588638589618
"3819","Paradise Cut","6301","CF0123B0258","01/18/2023 10:47",320,316.6,-1.06817467797674
"3820","Drainage at Arbor Road","6301","CF0122B0202","01/19/2022 12:45",1840,1826,-0.763775231860338
"3821","Tom Paine Slough above Intake","6301","CF0122B0201","01/19/2022 13:00",1250,1239,-0.88388911209321
"3822","Paradise Cut Upstream","6301","CF0122B0198","01/19/2022 13:31",2990,2987,-0.100384808432324
"3823","Tom Paine Slough at Paradise Ave","6301","CF0122B0200","01/19/2022 14:20",2990,2983,-0.234388079691947
"3824","Tom Paine Slough near Pescadero","6301","CF0122B0199","01/19/2022 14:46",3680,3670,-0.272108843537415
"3825","Sugar Cut downstream of Tom Paine Slough","6301","CF0122B0223","01/25/2022 10:34",1550,1500,-3.27868852459016
"3826","Paradise Cut","6301","CF0122B0222","01/25/2022 11:20",791,778,-1.65710643722116
"3827","Paradise Cut Upstream","6301","CF0220B0081","02/04/2020 10:00",1920,1921,0.0520697734964853
"3828","Drainage at Arbor Road","6301","CF0222B0268","02/09/2022 12:49",1640,1630,-0.611620795107034
"3829","Tom Paine Slough above Intake","6301","CF0222B0267","02/09/2022 13:11",944,946,0.211640211640212
"3830","Paradise Cut Upstream","6301","CF0222B0264","02/09/2022 13:35",1700,1694,-0.353565114908662
"3831","Tom Paine Slough at Paradise Ave","6301","CF0222B0266","02/09/2022 14:00",3020,3035,0.495458298926507
"3832","Tom Paine Slough near Pescadero","6301","CF0222B0265","02/09/2022 14:15",4150,4207,1.36412588249372
"3833","Paradise Cut","6301","CF0222B0298","02/16/2022 12:48",617,648,4.90118577075099
"3834","Sugar Cut downstream of Tom Paine Slough","6301","CF0222B0299","02/16/2022 14:03",678,750,10.0840336134454
"3835","Paradise Cut","6301","CF0220B0161","02/19/2020 12:00",821,816,-0.610873549175321
"3836","Sugar Cut downstream of Tom Paine Slough","6301","CF0220B0162","02/19/2020 12:29",903,898,-0.555247084952804
"3837","Sugar Cut downstream of Tom Paine Slough","6301","CF0219B0187","02/21/2019 10:46",502,496.7,-1.06137979373185
"3838","Paradise Cut","6301","CF0219B0186","02/21/2019 11:30",224,235.4,4.96299521114497
"3839","Paradise Cut Upstream","6301","CF0320B0250","03/04/2020 10:11",1820,1832,0.657174151150055
"3840","Paradise Cut","6301","CF0321B0158","03/10/2021 11:33",1090,1078,-1.1070110701107
"3841","Sugar Cut downstream of Tom Paine Slough","6301","CF0321B0159","03/10/2021 12:01",1080,1080,0
"3842","Drainage at Arbor Road","6301","CF0322B0378","03/14/2022 12:15",1330,1334,0.3003003003003
"3843","Tom Paine Slough above Intake","6301","CF0322B0377","03/14/2022 12:30",757,754,-0.397088021178028
"3844","Paradise Cut Upstream","6301","CF0322B0374","03/14/2022 12:45",3420,3443,0.67026081888387
"3845","Tom Paine Slough at Paradise Ave","6301","CF0322B0376","03/14/2022 13:45",1170,1162,-0.686106346483705
"3846","Tom Paine Slough near Pescadero","6301","CF0322B0375","03/14/2022 14:12",1800,1806,0.332778702163062
"3847","Paradise Cut","6301","CF0322B0394","03/16/2022 10:46",814,993,19.8118428334256
"3848","Sugar Cut downstream of Tom Paine Slough","6301","CF0322B0395","03/16/2022 11:18",964,978,1.44181256436663
"3849","Paradise Cut Upstream","6301","CF0320B0313","03/17/2020 10:11",1770,1777,0.394699746264449
"3850","Paradise Cut","6301","CF0320B0299","03/18/2020 10:36",764,768,0.522193211488251
"3851","Sugar Cut downstream of Tom Paine Slough","6301","CF0320B0300","03/18/2020 11:00",801,796,-0.626174076393237
"3852","Paradise Cut Upstream","6301","CF0321B0197","03/18/2021 09:15",1740,1736.8,-0.184077312471241
"3853","Sugar Cut downstream of Tom Paine Slough","6301","CF0319B0263","03/26/2019 10:20",550,487,-12.1504339440694
"3854","Paradise Cut","6301","CF0319B0262","03/26/2019 10:46",177,180,1.68067226890756
"3855","Paradise Cut Upstream","6301","CF0420B0342","04/07/2020 10:05",1972,1982,0.505816894284269
"3856","Sugar Cut downstream of Tom Paine Slough","6301","CF0421B0248","04/07/2021 11:15",1060,1094,3.1569173630455
"3857","Paradise Cut","6301","CF0421B0247","04/07/2021 11:46",1030,1026,-0.389105058365759
"3858","Drainage at Arbor Road","6301","CF0422B0460","04/18/2022 11:00",1180,1180,0
"3859","Tom Paine Slough above Intake","6301","CF0422B0459","04/18/2022 11:15",862,859,-0.348634514816967
"3860","Paradise Cut Upstream","6301","CF0422B0456","04/18/2022 11:42",2450,2444,-0.245198201879853
"3861","Tom Paine Slough at Paradise Ave","6301","CF0422B0458","04/18/2022 12:05",1090,1088,-0.183654729109275
"3862","Tom Paine Slough near Pescadero","6301","CF0422B0457","04/18/2022 12:20",1760,1748,-0.684150513112885
"3863","Sugar Cut downstream of Tom Paine Slough","6301","CF0422B0507","04/20/2022 09:46",702,701,-0.142551674982181
"3864","Paradise Cut","6301","CF0422B0506","04/20/2022 10:14",664,662,-0.301659125188537
"3865","Paradise Cut","6301","CF0420B0398","04/21/2020 12:48",916,888,-3.10421286031042
"3866","Sugar Cut downstream of Tom Paine Slough","6301","CF0420B0399","04/21/2020 13:11",976,1001,2.52908447142135
"3867","Sugar Cut downstream of Tom Paine Slough","6301","CF0419B0357","04/23/2019 09:48",193,189.7,-1.72458845048341
"3868","Paradise Cut","6301","CF0419B0356","04/23/2019 10:13",176,174.2,-1.02798400913764
"3869","Paradise Cut Upstream","6301","CF0420B0428","04/29/2020 10:35",908,931,2.50135943447526
"3870","Paradise Cut","6301","CF0521B0390","05/04/2021 10:55",504,535,5.96727622714148
"3871","Sugar Cut downstream of Tom Paine Slough","6301","CF0521B0391","05/04/2021 11:17",556,572,2.83687943262411
"3872","Drainage at Arbor Road","6301","CF0522B0588","05/09/2022 11:15",1000,947,-5.44427324088341
"3873","Paradise Cut Upstream","6301","CF0522B0584","05/09/2022 11:45",2660,2690,1.1214953271028
"3874","Tom Paine Slough at Paradise Ave","6301","CF0522B0586","05/09/2022 12:30",786,392,-66.893039049236
"3875","Tom Paine Slough near Pescadero","6301","CF0522B0585","05/09/2022 12:45",1370,1377,0.509646887513651
"3876","West Canal Above Clifton Court Intake","6301","CF0522B0595","05/10/2022 10:16",409,402.8,-1.52746982015274
"3877","Paradise Cut Upstream","6301","CF0520B0500","05/18/2020 11:36",1540,1548,0.518134715025907
"3878","Paradise Cut","6301","CF0522B0620","05/18/2022 10:31",454,455.7,0.373749587776187
"3879","Sugar Cut downstream of Tom Paine Slough","6301","CF0522B0621","05/18/2022 11:20",465,459.8,-1.12456747404844
"3880","Old River near Doughty Cut - ORX","6301","CF0518B0840","05/24/2018 10:19",194,195,0.51413881748072
"3881","Sugar Cut downstream of Tom Paine Slough","6301","CF0518B0836","05/24/2018 11:57",486,473,-2.711157455683
"3882","Paradise Cut","6301","CF0518B0837","05/24/2018 12:14",438,443,1.13507377979569
"3883","Old River near Doughty Cut - ORX","6301","CF0618B0908","06/06/2018 10:02",399,398,-0.250941028858218
"3884","West Canal Above Clifton Court Intake","6301","CF0622B0656","06/06/2022 09:40",409,405,-0.982800982800983
"3885","Paradise Cut","6301","CF0621B0508","06/10/2021 11:17",452,447.4,-1.02290415832778
"3886","Sugar Cut downstream of Tom Paine Slough","6301","CF0621B0509","06/10/2021 11:40",505,719,34.9673202614379
"3887","Drainage at Arbor Road","6301","CF0622B0684","06/13/2022 11:16",824,824,0
"3888","Tom Paine Slough above Intake","6301","CF0622B0683","06/13/2022 11:46",431,432.7,0.393655204353361
"3889","Paradise Cut Upstream","6301","CF0622B0680","06/13/2022 12:14",1050,1051,0.0951927653498334
"3890","Tom Paine Slough at Paradise Ave","6301","CF0622B0682","06/13/2022 12:47",553,555,0.36101083032491
"3891","Tom Paine Slough near Pescadero","6301","CF0622B0681","06/13/2022 13:16",1250,1252,0.159872102318145
"3892","Paradise Cut","6301","CF0622B0687","06/15/2022 12:45",508,532,4.61538461538462
"3893","Sugar Cut downstream of Tom Paine Slough","6301","CF0622B0688","06/15/2022 13:35",433,436.3,0.759231565627519
"3894","Paradise Cut Upstream","6301","CF0620B0597","06/17/2020 10:40",1410,1393,-1.21298608633607
"3895","Sugar Cut downstream of Tom Paine Slough","6301","CF0618B0968","06/20/2018 09:27",664,664,0
"3896","Paradise Cut","6301","CF0618B0967","06/20/2018 09:45",855,893,4.34782608695652
"3897","Paradise Cut","6301","CF0619B0597","06/25/2019 13:03",109,110.3,1.18559051527588
"3898","Sugar Cut downstream of Tom Paine Slough","6301","CF0619B0598","06/25/2019 13:26",128,125.7,-1.8131651556957
"3899","Middle River @ Union Point - P10A","6301","CF0618B1005","06/28/2018 08:58",262,263.3,0.494955263658866
"3900","Paradise Cut Upstream","6301","CF0721B0599","07/08/2021 08:30",941,927,-1.49892933618844
"3901","Paradise Cut","6301","CF0719B0668","07/09/2019 10:53",814,870,6.65083135391924
"3902","Sugar Cut downstream of Tom Paine Slough","6301","CF0719B0669","07/09/2019 11:58",606,620,2.28384991843393
"3903","Paradise Cut","6301","CF0718B1059","07/11/2018 11:00",667,669,0.29940119760479
"3904","Sugar Cut downstream of Tom Paine Slough","6301","CF0718B1060","07/11/2018 11:18",686,796,14.8448043184885
"3905","Drainage at Arbor Road","6301","CF0722B0767","07/11/2022 11:26",787,797,1.26262626262626
"3906","Tom Paine Slough above Intake","6301","CF0722B0766","07/11/2022 11:45",682,688,0.875912408759124
"3907","Paradise Cut Upstream","6301","CF0722B0763","07/11/2022 12:11",1800,1799,-0.0555709919422062
"3908","Tom Paine Slough at Paradise Ave","6301","CF0722B0765","07/11/2022 12:50",877,890,1.47142048670062
"3909","Tom Paine Slough near Pescadero","6301","CF0722B0764","07/11/2022 13:04",1390,1400,0.716845878136201
"3910","Paradise Cut","6301","CF0721B0617","07/14/2021 11:48",191,246.5,25.3714285714286
"3911","Sugar Cut downstream of Tom Paine Slough","6301","CF0721B0618","07/14/2021 12:15",203,210.2,3.48499515972894
"3912","Middle River @ Union Point - P10A","6301","CF0718B1106","07/18/2018 07:14",213,216,1.3986013986014
"3913","Sugar Cut downstream of Tom Paine Slough","6301","CF0722B0793","07/21/2022 12:15",953,957,0.418848167539267
"3914","Paradise Cut","6301","CF0722B0792","07/21/2022 13:58",1090,1153,5.61747659384753
"3915","Paradise Cut Upstream","6301","CF0719B0714","07/24/2019 09:00",1860,1880,1.06951871657754
"3916","Paradise Cut","6301","CF0720B0723","07/28/2020 11:30",644,801,21.7301038062284
"3917","Sugar Cut downstream of Tom Paine Slough","6301","CF0720B0724","07/28/2020 12:01",403,418.1,3.67799293630496
"3918","Paradise Cut Upstream","6301","CF0820B0750","08/05/2020 11:20",1350,1242,-8.33333333333333
"3919","Paradise Cut","6301","CF0819B0755","08/06/2019 11:30",412,410.9,-0.267347186778472
"3920","Sugar Cut downstream of Tom Paine Slough","6301","CF0819B0756","08/06/2019 11:59",430,429.8,-0.0465224470807138
"3921","Sugar Cut downstream of Tom Paine Slough","6301","CF0818B1198","08/08/2018 09:46",661,716,7.98838053740015
"3922","Paradise Cut","6301","CF0818B1197","08/08/2018 10:45",820,862,4.99405469678954
"3923","Drainage at Arbor Road","6301","CF0822B0854","08/10/2022 10:58",663,655,-1.21396054628225
"3924","Tom Paine Slough above Intake","6301","CF0822B0853","08/10/2022 11:18",830,829,-0.120554550934298
"3925","Paradise Cut Upstream","6301","CF0822B0850","08/10/2022 11:48",2060,2070,0.484261501210654
"3926","Tom Paine Slough at Paradise Ave","6301","CF0822B0852","08/10/2022 12:30",939,940,0.106439595529537
"3927","Tom Paine Slough near Pescadero","6301","CF0822B0851","08/10/2022 12:49",1390,1393,0.215594681997844
"3928","Paradise Cut","6301","CF0821B0696","08/11/2021 11:17",191,187.8,-1.68954593453009
"3929","Sugar Cut downstream of Tom Paine Slough","6301","CF0821B0697","08/11/2021 11:45",223,226.4,1.51312861593236
"3930","Middle River @ Union Point - P10A","6301","CF0818B1211","08/14/2018 08:50",207,210,1.43884892086331
"3931","Sugar Cut downstream of Tom Paine Slough","6301","CF0822B0893","08/17/2022 09:41",1040,1041,0.0961076405574243
"3932","Paradise Cut","6301","CF0822B0892","08/17/2022 10:05",1410,1533,8.35881753312946
"3933","Paradise Cut Upstream","6301","CF0819B0819","08/21/2019 09:35",1470,1501,2.08683944799731
"3934","Paradise Cut","6301","CF0820B0805","08/26/2020 10:42",1020,1083,5.99144079885877
"3935","Sugar Cut downstream of Tom Paine Slough","6301","CF0820B0806","08/26/2020 11:05",736,776,5.29100529100529
"3936","Paradise Cut","6301","CF0818B1287","08/29/2018 09:45",598,634,5.84415584415584
"3937","Middle River @ Union Point - P10A","6301","CF0818B1295","08/30/2018 09:35",305,301,-1.32013201320132
"3938","Paradise Cut Upstream","6301","CF0920B0819","09/02/2020 10:30",1570,1562,-0.510855683269476
"3939","Paradise Cut","6301","CF0919B0867","09/04/2019 10:50",533,615,14.2857142857143
"3940","Sugar Cut downstream of Tom Paine Slough","6301","CF0919B0868","09/04/2019 11:15",252,271.5,7.44985673352436
"3941","Paradise Cut","6301","CF0921B0768","09/08/2021 11:15",928,1415,41.5706359368331
"3942","Sugar Cut downstream of Tom Paine Slough","6301","CF0921B0769","09/08/2021 11:46",991,1059,6.63414634146342
"3943","Paradise Cut Upstream","6301","CF0919B0903","09/11/2019 10:05",1190,1204,1.16959064327485
"3944","Drainage at Arbor Road","6301","CF0922B0965","09/16/2022 10:15",871,869,-0.229885057471264
"3945","Tom Paine Slough above Intake","6301","CF0922B0964","09/16/2022 10:27",1160,1159,-0.086244070720138
"3946","Paradise Cut Upstream","6301","CF0922B0961","09/16/2022 10:58",1920,1931,0.571280186964425
"3947","Tom Paine Slough at Paradise Ave","6301","CF0922B0963","09/16/2022 11:40",1290,1268,-1.72009382329945
"3948","Tom Paine Slough near Pescadero","6301","CF0922B0962","09/16/2022 11:50",1820,1827,0.383877159309021
"3949","Sugar Cut downstream of Tom Paine Slough","6301","CF0918B1368","09/19/2018 09:35",558,698,22.2929936305732
"3950","Paradise Cut","6301","CF0918B1367","09/19/2018 10:00",758,780,2.86085825747724
"3951","Sugar Cut downstream of Tom Paine Slough","6301","CF0922B0981","09/21/2022 09:45",1190,1204,1.16959064327485
"3952","Paradise Cut","6301","CF0922B0980","09/21/2022 10:28",1410,1549,9.39506590064211
"3953","Paradise Cut Upstream","6301","CF0920B0877","09/22/2020 11:03",1560,1572,0.766283524904214
"3954","Paradise Cut","6301","CF0919B0947","09/25/2019 11:20",752,966,24.9126891734575
"3955","Sugar Cut downstream of Tom Paine Slough","6301","CF0919B0948","09/25/2019 12:00",215,255.7,17.2933928192054
"3956","Paradise Cut Upstream","6301","CF1019B0970","10/02/2019 10:20",1430,1439,0.627396305332869
"3957","Middle River @ Union Point - P10A","6301","CF1018B1494","10/03/2018 08:47",363,367,1.0958904109589
"3958","Paradise Cut","6301","CF1021B0862","10/06/2021 10:58",1120,1353,18.8435099069955
"3959","Sugar Cut downstream of Tom Paine Slough","6301","CF1021B0863","10/06/2021 11:26",946,955,0.94687006838506
"3960","Paradise Cut","6301","CF1020B0902","10/07/2020 12:30",761,768,0.91563113145847
"3961","Sugar Cut downstream of Tom Paine Slough","6301","CF1020B0903","10/07/2020 13:02",786,771,-1.92678227360308
"3962","Paradise Cut","6301","CF1018B1559","10/10/2018 09:30",606,619,2.12244897959184
"3963","Sugar Cut downstream of Tom Paine Slough","6301","CF1018B1560","10/10/2018 11:02",1160,1216,4.71380471380471
"3964","Paradise Cut Upstream","6301","CF1020B0986","10/13/2020 11:03",1760,1753,-0.398519783660689
"3965","Drainage at Arbor Road","6301","CF1022B1114","10/13/2022 10:05",1050,1053,0.285306704707561
"3966","Tom Paine Slough above Intake","6301","CF1022B1113","10/13/2022 10:18",1220,1220,0
"3967","Paradise Cut Upstream","6301","CF1022B1110","10/13/2022 10:50",1700,1708,0.469483568075117
"3968","Tom Paine Slough at Paradise Ave","6301","CF1022B1112","10/13/2022 11:20",1400,1405,0.35650623885918
"3969","Tom Paine Slough near Pescadero","6301","CF1022B1111","10/13/2022 11:45",2020,2024,0.19782393669634
"3970","Sugar Cut downstream of Tom Paine Slough","6301","CF1022B1159","10/19/2022 09:35",1170,1168,-0.171086398631309
"3971","Paradise Cut","6301","CF1022B1158","10/19/2022 10:03",1290,1382,6.88622754491018
"3972","Middle River @ Union Point - P10A","6301","CF1018B1604","10/23/2018 08:59",417,413.1,-0.939645825804115
"3973","Sugar Cut downstream of Tom Paine Slough","6301","CF1020B1140","10/28/2020 12:14",1040,1086,4.32737535277516
"3974","Paradise Cut","6301","CF1020B1139","10/28/2020 13:13",1000,1010,0.995024875621891
"3975","Paradise Cut Upstream","6301","CF1019B1056","10/29/2019 10:30",1580,1587,0.442058730659931
"3976","Sugar Cut downstream of Tom Paine Slough","6301","CF1018B1644","10/31/2018 09:16",1120,1233,9.60475988100298
"3977","Paradise Cut","6301","CF1121B0983","11/04/2021 11:53",1410,1391,-1.35665833630846
"3978","Sugar Cut downstream of Tom Paine Slough","6301","CF1121B0984","11/04/2021 13:33",1120,1124,0.35650623885918
"3979","Paradise Cut","6301","CF1119B1083","11/06/2019 13:27",671,747,10.7193229901269
"3980","Sugar Cut downstream of Tom Paine Slough","6301","CF1119B1084","11/06/2019 14:17",549,564,2.69541778975741
"3981","Drainage at Arbor Road","6301","CF1122B1215","11/14/2022 11:45",1780,1780,0
"3982","Tom Paine Slough above Intake","6301","CF1122B1214","11/14/2022 12:00",1030,1031,0.0970402717127608
"3983","Tom Paine Slough at Paradise Ave","6301","CF1122B1213","11/14/2022 12:17",2580,2586,0.232288037166086
"3984","Tom Paine Slough near Pescadero","6301","CF1122B1212","11/14/2022 12:45",3790,3793,0.0791243571145984
"3985","Paradise Cut Upstream","6301","CF1122B1211","11/14/2022 13:16",2010,2025,0.743494423791822
"3986","Sugar Cut downstream of Tom Paine Slough","6301","CF1122B1225","11/16/2022 10:47",1430,1476,3.16586373021335
"3987","Paradise Cut","6301","CF1122B1224","11/16/2022 11:30",1230,1281,4.0621266427718
"3988","Paradise Cut Upstream","6301","CF1120B1204","11/18/2020 09:18",1950,1965,0.766283524904214
"3989","Paradise Cut Upstream","6301","CF1119B1123","11/21/2019 11:35",1930,1933,0.155319699715247
"3990","Middle River @ Union Point - P10A","6301","CF1118B1699","11/27/2018 10:31",413,410,-0.729040097205346
"3991","Sugar Cut downstream of Tom Paine Slough","6301","CF1118B1718","11/28/2018 11:46",1030,1033,0.290838584585555
"3992","Paradise Cut","6301","CF1118B1717","11/28/2018 12:13",792,792,0
"3993","Paradise Cut","6301","CF1220B1237","12/01/2020 11:13",809,804,-0.619962802231866
"3994","Sugar Cut downstream of Tom Paine Slough","6301","CF1220B1238","12/01/2020 11:40",976,982,0.612870275791624
"3995","Paradise Cut","6301","CF1221B1067","12/01/2021 11:10",1960,2181,10.6737503018595
"3996","Sugar Cut downstream of Tom Paine Slough","6301","CF1221B1068","12/01/2021 11:42",1520,1514,-0.3955174686882
"3997","Paradise Cut","6301","CF1219B1143","12/04/2019 12:13",474,513,7.90273556231003
"3998","Sugar Cut downstream of Tom Paine Slough","6301","CF1219B1144","12/04/2019 12:44",537,538,0.186046511627907
"3999","Drainage at Arbor Road","6301","CF1222B1603","12/12/2022 12:45",1340,1328,-0.899550224887556
"4000","Tom Paine Slough above Intake","6301","CF1222B1602","12/12/2022 13:00",602,604,0.33167495854063
"4001","Paradise Cut Upstream","6301","CF1222B1599","12/12/2022 13:30",1280,1284,0.31201248049922
"4002","Tom Paine Slough at Paradise Ave","6301","CF1222B1601","12/12/2022 14:00",2030,2067,1.80619965828655
"4003","Tom Paine Slough near Pescadero","6301","CF1222B1600","12/12/2022 14:15",3610,3604,-0.166343221513723
"4004","Sugar Cut downstream of Tom Paine Slough","6301","CF1218B1808","12/20/2018 10:00",1450,1284,-12.1433796634967
"4005","Paradise Cut","6301","CF1218B1807","12/20/2018 10:30",1400,1187,-16.4669501352918
"4006","Paradise Cut Upstream","6301","CF1220B1324","12/21/2020 11:40",1600,1584,-1.00502512562814
"4007","Paradise Cut Upstream","6301","CF0119B0070","01/15/2019 09:55",2110,2111,0.0473821369343757
"4008","Paradise Cut Upstream","6301","CF0219B0188","02/21/2019 09:26",1970,1948,-1.12302194997448
"4009","Paradise Cut Upstream","6301","CF0319B0264","03/26/2019 09:00",322,323,0.310077519379845
"4010","Paradise Cut Upstream","6301","CF0419B0358","04/23/2019 08:31",719,724,0.693000693000693
"4011","Paradise Cut Upstream","6301","CF0619B0563","06/12/2019 10:00",233,233.8,0.342759211653818
"4012","Paradise Cut Upstream","6301","CF0718B1061","07/11/2018 09:02",1660,1669,0.540702913787924
"4013","Paradise Cut Upstream","6301","CF0718B1152","07/25/2018 08:25",1270,1310,3.10077519379845
"4014","Paradise Cut Upstream","6301","CF0818B1199","08/08/2018 08:30",1920,1446,-28.1639928698752
"4015","Paradise Cut Upstream","6301","CF0818B1289","08/29/2018 08:32",1690,1675,-0.891530460624071
"4016","Paradise Cut Upstream","6301","CF0918B1369","09/19/2018 08:28",2100,2110,0.475059382422803
"4017","Paradise Cut Upstream","6301","CF1018B1561","10/10/2018 09:19",2220,2219,-0.0450551926109484
"4018","Paradise Cut Upstream","6301","CF1018B1645","10/31/2018 08:16",2190,2190,0
"4019","Paradise Cut Upstream","6301","CF1118B1719","11/28/2018 10:30",2260,2261,0.04423800044238
"4020","Paradise Cut Upstream","6301","CF1218B1809","12/20/2018 09:00",2200,2203,0.136270724506019
"4021","ALAMEDA C NR NILES","6301","CF0519B0391","05/02/2019 06:45",826,826,0
"4022","COYOTE C NR MADRONE","6301","CF0519B0394","05/02/2019 08:57",324,322,-0.619195046439629
"4023","LOS GATOS C A LOS GATOS","6301","CF0519B0392","05/02/2019 10:04",305,303,-0.657894736842105
"4024","ARROYO VALLE NR LIVERMORE","6301","CF0519B0393","05/02/2019 12:21",369,367,-0.543478260869565
"4025","PUTAH C NR WINTERS","6301","CF0518B0739","05/03/2018 06:25",340,334.1,-1.75048212431389
"4026","CACHE C A RUMSEY","6301","CF0518B0738","05/03/2018 07:40",330,323.5,-1.98928844682479
"4027","Sacramento River at Fremont Weir West End","6301","CF0518B0736","05/03/2018 09:21",154,151.7,-1.50474321229965
"4028","YUBA R NR MARYSVILLE","6301","CF0518B0740","05/03/2018 10:53",66,65.9,-0.151630022744495
"4029","BEAR R NR WHEATLAND","6301","CF0518B0741","05/03/2018 11:49",77,77.5,0.647249190938511
"4030","FEATHER R A NICOLAS","6301","CF0518B0737","05/03/2018 12:56",100,99.5,-0.50125313283208
"4031","PUTAH C NR WINTERS","6301","CF0519B0441","05/03/2019 05:47",347,342,-1.45137880986938
"4032","CACHE C A RUMSEY","6301","CF0519B0440","05/03/2019 07:09",591,591,0
"4033","Sacramento River at Fremont Weir West End","6301","CF0519B0438","05/03/2019 08:47",167,166,-0.600600600600601
"4034","FEATHER R A NICOLAS","6301","CF0519B0439","05/03/2019 09:40",78,76,-2.5974025974026
"4035","YUBA R NR MARYSVILLE","6301","CF0519B0442","05/03/2019 10:40",62,61,-1.6260162601626
"4036","BEAR R NR WHEATLAND","6301","CF0519B0443","05/03/2019 11:36",85,84,-1.18343195266272
"4037","ARROYO VALLE NR LIVERMORE","6301","CF0518B0760","05/08/2018 06:45",358,353.4,-1.29322462749509
"4038","ALAMEDA C NR NILES","6301","CF0518B0758","05/08/2018 07:38",923,859,-7.18294051627385
